Base Cake,Truffle Type,Primary Flavor,Secondary Flavor,Color Group,Customer,Date,KG,EBITDA/KG
Pound,Chocolate Outer,Caramel Cream,Apple,Opal,Fickelgruber,12/2020,773.5849056603773,0.4505686302748283
Pound,Chocolate Outer,Caramel Cream,Apple,White,Slugworth,12/2020,289.8888888888889,0.2404915890092707
Pound,Chocolate Outer,Caramel Cream,Black Currant,Opal,Perk-a-Cola,12/2020,11715.487421383648,0.27553437101897066
Pound,Chocolate Outer,Caramel Cream,Black Currant,White,Dandy's Candies,12/2020,188.7692307692308,0.2856906315935993
Pound,Chocolate Outer,Caramel Cream,Kiwi,Black,Zebrabar,12/2020,102.64285714285714,0.19665626267862346
Pound,Chocolate Outer,Caramel Cream,Kiwi,Opal,Perk-a-Cola,12/2020,627.2222222222222,0.188616343497772
Pound,Chocolate Outer,Caramel Cream,Kiwi,White,Fickelgruber,12/2020,2647.5,0.30719514842887113
Pound,Chocolate Outer,Caramel Cream,Lemon,Black,Dandy's Candies,12/2020,440.859375,0.020430330628914722
Pound,Chocolate Outer,Caramel Cream,Lemon,Opal,Dandy's Candies,12/2020,2002.1844660194174,0.10484631669572561
Pound,Chocolate Outer,Caramel Cream,Lemon,White,Dandy's Candies,12/2020,12691.209677419352,0.20268389999862174
Pound,Chocolate Outer,Cheesecake,Egg Nog,Black,Fickelgruber,12/2020,2566.693548387097,0.18108911065430738
Pound,Chocolate Outer,Cheesecake,Egg Nog,Opal,Fickelgruber,12/2020,211540.75757575763,0.30725680007400735
Pound,Chocolate Outer,Cheesecake,Egg Nog,Tiffany,Zebrabar,12/2020,19286.94968553459,0.1555944640982591
Pound,Chocolate Outer,Cheesecake,Egg Nog,White,Zebrabar,12/2020,124348.89322916669,0.4091762192221885
Pound,Chocolate Outer,Cheesecake,Hazelnut,Tiffany,Perk-a-Cola,12/2020,1236.25,0.2910386992377182
Pound,Chocolate Outer,Cherry Cola,Egg Nog,Opal,Zebrabar,12/2020,1075.3255208333335,0.21252035777687006
Pound,Chocolate Outer,Cherry Cola,Egg Nog,White,Dandy's Candies,12/2020,4793.829296424452,0.1874579376524064
Pound,Chocolate Outer,Coffee,Egg Nog,Opal,Zebrabar,12/2020,3403.3448673587077,0.080943364349911
Pound,Chocolate Outer,Coffee,Egg Nog,White,Dandy's Candies,12/2020,50574.625,0.22369671055688328
Pound,Chocolate Outer,Irish Cream,Egg Nog,Opal,Fickelgruber,12/2020,3695.444059976932,-0.20667536905612333
Pound,Chocolate Outer,Irish Cream,Egg Nog,White,Fickelgruber,12/2020,6965.361445783133,-0.0777536203005759
Pound,Chocolate Outer,Lemon Custard,Egg Nog,Opal,Zebrabar,12/2020,2611.25,0.23309588300057335
Pound,Chocolate Outer,Lemon Custard,Egg Nog,White,Dandy's Candies,12/2020,1992.4528301886792,-0.02396401422909375
Pound,Chocolate Outer,Mango,Butter Rum,Tiffany,Slugworth,12/2020,9304.668674698794,0.24268019510440902
Pound,Chocolate Outer,Mango,Egg Nog,Black,Slugworth,12/2020,314.32038834951464,0.245506252502093
Pound,Chocolate Outer,Mango,Egg Nog,Opal,Dandy's Candies,12/2020,2054.328561690525,0.2672653324595681
Pound,Chocolate Outer,Mango,Egg Nog,White,Zebrabar,12/2020,9306.611111111111,0.6186489143324951
Pound,Chocolate Outer,Mango,Fuzzy Navel,Black,Slugworth,12/2020,131.55526992287918,0.20158176639870873
Pound,Chocolate Outer,Mango,Fuzzy Navel,Opal,Dandy's Candies,12/2020,837.8787878787879,0.24459158157123034
Pound,Chocolate Outer,Mango,Fuzzy Navel,White,Dandy's Candies,12/2020,608.4770114942529,0.4915884230155789
Pound,Chocolate Outer,Mango,Mojito,Black,Zebrabar,12/2020,36.37096774193548,0.24269758263342153
Pound,Chocolate Outer,Mango,Mojito,Olive,Dandy's Candies,12/2020,103.3653846153846,0.2687207525859317
Pound,Chocolate Outer,Mango,Mojito,Opal,Zebrabar,12/2020,345.6428571428572,0.2632711027391279
Pound,Chocolate Outer,Mango,Mojito,White,Perk-a-Cola,12/2020,191.11111111111111,0.5615906693508403
Pound,Chocolate Outer,Sour,Butter Rum,Tiffany,Zebrabar,12/2020,62.168396770472896,0.23156456116228713
Pound,Chocolate Outer,Sour,Egg Nog,Black,Slugworth,12/2020,411.1303344867358,0.139645743702424
Pound,Chocolate Outer,Sour,Egg Nog,Opal,Slugworth,12/2020,5038.387096774193,0.1337584262161824
Pound,Chocolate Outer,Sour,Egg Nog,White,Zebrabar,12/2020,10736.622807017544,0.20490907750669882
Sponge,Chocolate Outer,Amaretto,Egg Nog,Olive,Perk-a-Cola,12/2020,19129.33333333333,0.7302003451305441
Sponge,Chocolate Outer,Blueberry,Egg Nog,Olive,Perk-a-Cola,12/2020,19569.69230769231,0.6716031702345946
Sponge,Chocolate Outer,Blueberry,Egg Nog,Opal,Slugworth,12/2020,11.175616835994196,0.7960901127373115
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,Perk-a-Cola,12/2020,41871.69230769231,0.748497163678037
Sponge,Chocolate Outer,Chocolate Mint,Egg Nog,Opal,Dandy's Candies,12/2020,1901.1290322580646,0.8523197462799292
Sponge,Chocolate Outer,Coconut,Egg Nog,Opal,Fickelgruber,12/2020,8250.491573033707,0.6806251041473874
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Olive,Dandy's Candies,12/2020,40608.41346153846,0.6950639000872131
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Opal,Slugworth,12/2020,150.36549707602342,0.6982351931107609
Sponge,Chocolate Outer,Gingersnap,Egg Nog,Olive,Perk-a-Cola,12/2020,39307.041139240515,0.5664950526594108
Sponge,Chocolate Outer,Gingersnap,Egg Nog,Opal,Zebrabar,12/2020,20.098039215686274,0.5211788661921224
Tiramisu,Chocolate Outer,Chocolate,Egg Nog,Amethyst,Fickelgruber,12/2020,3272.80163599182,0.09664842021300953
Tiramisu,Chocolate Outer,Chocolate,Pear,Amethyst,Zebrabar,12/2020,11555.9375,0.37718942423077856
Tiramisu,Chocolate Outer,Chocolate,Rock and Rye,Teal,Slugworth,12/2020,64.01384083044982,-0.059653290415591476
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Amethyst,Perk-a-Cola,12/2020,8608.709677419354,0.7216431427211081
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Teal,Zebrabar,12/2020,7892.142857142857,0.4529175472489178
Tiramisu,Chocolate Outer,Doughnut,Ginger Beer,Amethyst,Fickelgruber,12/2020,4057.832278481013,1.2937652725665971
Tiramisu,Chocolate Outer,Doughnut,Ginger Beer,Teal,Fickelgruber,12/2020,356.66666666666674,0.3121292854513751
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,Fickelgruber,12/2020,38128.80258899677,0.42011076650207113
Tiramisu,Chocolate Outer,Doughnut,Pear,Burgundy,Zebrabar,12/2020,108.64285714285714,0.24865925995763005
Tiramisu,Chocolate Outer,Doughnut,Pear,Teal,Zebrabar,12/2020,3517.933333333333,0.37850131370916634
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,Slugworth,12/2020,10146.898432174508,0.21314940978122554
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Burgundy,Zebrabar,12/2020,1271.904761904762,0.4318127933165813
